订单编号,标题,价格,购买数量,外部系统编号,商品属性,套餐信息,备注,订单状态,商家编码
200891470921269449,2018新款韩版极简主义名媛连衣裙慵懒风裙子女夏温柔裙超仙显瘦,189,1,AW1394_2,颜色分类：花色;尺码：M,null,null,卖家已发货，等待买家确认,AW1394_2
200891470921269449,裙子夏黑色波点法式复古樱田川岛连衣裙女宽松中长款过膝T恤裙,228,1,AW1299_2,颜色分类：黑色;尺码：M,null,null,卖家已发货，等待买家确认,AW1299_2
200891470921269449,拼接连衣裙女夏季2018新款宽松V领荷叶边裙pp home裙子慵懒风裙子,189,1,AW1379_2,颜色分类：印花;尺码：M,null,null,交易成功,AW1379_2
200891470921269449,撞色拼接复古印花连衣裙夏2018新款宽松长裙女慵懒风chic裙子极简,208,1,AW1345_2,颜色分类：拼色;尺码：M,null,null,卖家已发货，等待买家确认,AW1345_2
203478183282913223,拼接条纹小西装外套女港味复古chic小香风西服休闲韩版宽松薄款,258,1,AW1474_1,颜色分类：黒白;尺码：S,null,null,卖家已发货，等待买家确认,AW1474_1
200965192475459991,2018秋季新款chic早秋衬衫女韩范长袖复古波点条纹衬衣学院风上衣,199,1,AW1479_2,颜色分类：黑白;尺码：M,null,null,卖家已发货，等待买家确认,AW1479_2
200930248420220163,2018夏新款宽松港味复古连衣裙ins超火慵懒风pp home裙子韩版女装,298,1,AW1400_1,颜色分类：白色[送打底吊带];尺码：S,null,null,卖家已发货，等待买家确认,AW1400_1
200929131978468462,白色衬衫女2018秋季新款宽松港味长袖恶魔衬衣bf风chic早秋衬衫,228,1,AW1489_1,颜色分类：白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1489_1
200929131978468462,2018秋季新款直筒裤韩版宽松格子裤女休闲裤高腰阔腿裤显瘦哈伦裤,229,1,AW1490_1,颜色分类：灰格子;尺寸：S,null,null,卖家已发货，等待买家确认,AW1490_1
200891807407015892,2018秋季新款宽松韩版长袖套头毛衣女慵懒风chic针织衫外套上衣,258,1,AW1496_2,颜色分类：黄色;尺码：M,null,务必检查好质量，圆通,卖家已发货，等待买家确认,AW1496_2
200744104797189186,2018夏新款法式复古黑色连衣裙女宽松极简主义慵懒风chic长裙子,285,1,AW1309_2,颜色分类：黑色;尺码：M,null,null,卖家已发货，等待买家确认,AW1309_2
200744104797189186,裙子夏黑色波点法式复古樱田川岛连衣裙女宽松中长款过膝T恤裙,228,1,AW1299_2,颜色分类：黑色;尺码：M,null,null,卖家已发货，等待买家确认,AW1299_2
200744104797189186,2018夏季新款蕾丝印花雪纺冷淡风连衣裙女中长款宽松裙子文艺极简,312,1,AW1195_2,颜色分类：花色;尺码：M,null,null,卖家已发货，等待买家确认,AW1195_2
200744104797189186,撞色拼接复古印花连衣裙夏2018新款宽松长裙女慵懒风chic裙子极简,208,1,AW1345_2,颜色分类：拼色;尺码：M,null,null,卖家已发货，等待买家确认,AW1345_2
203228115943626301,港味复古破洞牛仔裤女秋冬季新款韩版直筒乞丐裤宽松铅笔裤九分裤,269,1,AW829_2,颜色分类：牛仔蓝;尺寸：M,null,null,卖家已发货，等待买家确认,AW829_2
200627905948652650,白色衬衫女2018秋季新款宽松港味长袖恶魔衬衣bf风chic早秋衬衫,228,1,AW1489_1,颜色分类：白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1489_1
200627905948652650,原宿风牛仔外套女长袖2018秋新款宽松bf风樱田川岛外套假两件港风,258,1,AW1502_1,颜色分类：蓝白;尺码：S,null,null,卖家已发货，等待买家确认,AW1502_1
200627905948652650,拼接条纹衬衫女2018新款韩版宽松chic早秋衬衫上衣港味长袖衬衣潮,229,1,AW1500_2,颜色分类：藏青白;尺码：M,null,null,卖家已发货，等待买家确认,AW1500_2
203002574644692634,2018新款韩版极简主义名媛连衣裙慵懒风裙子女夏温柔裙超仙显瘦,189,1,AW1394_1,颜色分类：花色;尺码：S,null,null,卖家已发货，等待买家确认,AW1394_1
200576301235246293,2018新款韩版极简主义名媛连衣裙慵懒风裙子女夏温柔裙超仙显瘦,189,1,AW1394_1,颜色分类：花色;尺码：S,null,null,卖家已发货，等待买家确认,AW1394_1
200598168042746947,店主很红夏季条纹白衬衫女bf宽松中长款娃娃衫防晒衣衬衣上衣蓬蓬,342,1,AW1207_2,颜色分类：白色;尺码：M,null,null,卖家已发货，等待买家确认,AW1207_2
200563729335693461,睡衣风家居服2018新款夏印花开衫短裤女套装宽松韩版春秋季两件套,285,1,AW1422_2,颜色分类：印花;尺码：M,null,null,卖家已发货，等待买家确认,AW1422_2
203142323918588313,极简主义连衣裙女2018夏季新款小清新裙子冷淡风长款衬衫裙慵懒风,219,1,AW1357_2,颜色分类：拼色;尺码：M,null,null,卖家已发货，等待买家确认,AW1357_2
200492973449453557,2018秋季新款宽松韩版长袖套头毛衣女慵懒风chic针织衫外套上衣,258,1,AW1496_1,颜色分类：黄色;尺码：S,null,null,卖家已发货，等待买家确认,AW1496_1
202740017031689510,2018秋季新款直筒裤韩版宽松格子裤女休闲裤高腰阔腿裤显瘦哈伦裤,229,1,AW1490_2,颜色分类：灰格子;尺寸：M,null,null,卖家已发货，等待买家确认,AW1490_2
202740017031689510,白色衬衫女2018秋季新款宽松港味长袖恶魔衬衣bf风chic早秋衬衫,228,1,AW1489_2,颜色分类：白色;尺码：M,null,null,卖家已发货，等待买家确认,AW1489_2
202869658489271516,2018夏新款宽松港味复古连衣裙ins超火慵懒风pp home裙子韩版女装,298,1,AW1400_1,颜色分类：白色[送打底吊带];尺码：S,null,null,卖家已发货，等待买家确认,AW1400_1
202869658489271516,2018新款极简主义连衣裙女中长款慵懒风休闲chic复古鱼尾裙子港味,258,1,AW1390_1,颜色分类：拼色;尺码：S,null,null,卖家已发货，等待买家确认,AW1390_1
202692501235979208,2018夏新款宽松港味复古连衣裙ins超火慵懒风pp home裙子韩版女装,298,1,AW1400_2,颜色分类：白色[送打底吊带];尺码：M,null,null,卖家已发货，等待买家确认,AW1400_2
202692501235979208,大格子收腰连衣裙女V领黄白系带温柔裙超仙a字裙宽松娃娃裙夏新款,249,1,AW1317_2,颜色分类：桔色;尺码：M,null,null,卖家已发货，等待买家确认,AW1317_2
202661869898210307,格纹连衣裙女夏2018新款荷叶边裙慵懒风裙子宽松极简主义长裙复古,258,1,AW1387_1,颜色分类：红蓝格;尺码：S,null,null,交易成功,AW1387_1
202661869898210307,2018新款鱼尾连衣裙女夏宽松中长款慵懒风裙子 i miss裙超仙甜美,248,1,AW1446_2,颜色分类：桔色;尺码：M,null,null,卖家已发货，等待买家确认,AW1446_2
200303076798066861,白色衬衫女2018秋季新款宽松港味长袖恶魔衬衣bf风chic早秋衬衫,228,1,AW1489_2,颜色分类：白色;尺码：M,null,null,卖家已发货，等待买家确认,AW1489_2
200303076798066861,拼接条纹衬衫女2018新款韩版宽松chic早秋衬衫上衣港味长袖衬衣潮,229,1,AW1500_2,颜色分类：藏青白;尺码：M,null,null,交易成功,AW1500_2
200303076798066861,秋季女2018新款白色衬衣裙韩版中长款宽松chic早秋衬衫港味bf复古,228,1,AW1498_2,颜色分类：白色;尺码：M,null,null,交易成功,AW1498_2
200303076798066861,白色连衣裙女2018秋装新款韩版宽松中长款长裙女慵懒风chic裙子,268,1,AW1486_2,颜色分类：白色;尺码：M,null,null,交易成功,AW1486_2
200324107402462570,卡其色风衣女中长款秋季2018新款韩版宽松lulu风衣外套港风chic,288,1,AW1471_1,颜色分类：卡其;尺码：S,null,null,卖家已发货，等待买家确认,AW1471_1
200324107402462570,原宿风工装外套女韩版港风复古chic宽松欧美嘻哈风衣学生棒球服bf,387,1,AW798_1,颜色分类：拼色;尺码：S,null,null,卖家已发货，等待买家确认,AW798_1
200324107402462570,学院风格子拼接风衣女2018秋季新款港味复古chic外套宽松中长款,268,1,AW1473_1,颜色分类：拼色;尺码：S,null,null,卖家已发货，等待买家确认,AW1473_1
200283336911462570,秋季新款英伦风毛呢格子小西装外套女中长款韩版宽松休闲chic西服,387,1,AW809_1,颜色分类：格子;尺码：S,null,null,卖家已发货，等待买家确认,AW809_1
200283336911462570,连帽卫衣女2018秋装新款韩版宽松长袖中长款慵懒风pp home外套潮,239,1,AW1469_1,颜色分类：印花;尺码：S,null,null,卖家已发货，等待买家确认,AW1469_1
200320467309735645,2018秋季新款韩版豆沙红风衣女中长款过膝春秋港风chic外套lulu,507,1,AW812_2,颜色分类：豆沙红;尺码：M,null,null,卖家已发货，等待买家确认,AW812_2
202754606100149320,2018夏季新款蕾丝印花雪纺冷淡风连衣裙女中长款宽松裙子文艺极简,312,1,AW1195_1,颜色分类：花色;尺码：S,null,null,卖家已发货，等待买家确认,AW1195_1
202754606100149320,裙子夏黑色波点法式复古樱田川岛连衣裙女宽松中长款过膝T恤裙,228,1,AW1299_2,颜色分类：黑色;尺码：M,null,null,卖家已发货，等待买家确认,AW1299_2
202486364691233628,拼接连衣裙女夏季2018新款宽松V领荷叶边裙pp home裙子慵懒风裙子,189,1,AW1379_1,颜色分类：印花;尺码：S,null,null,交易关闭,AW1379_1
202486364691233628,睡衣风女装家居服报纸印花夏季薄款套装可外穿韩版宽松冰丝两件套,298,1,AW1412_1,颜色分类：黑白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1412_1
202750126313482016,裙子女夏2018新款pp home心机设计感T恤裙sukol裙连衣裙小清新,199,1,AW1406_2,颜色分类：黑白色;尺码：M,null,null,卖家已发货，等待买家确认,AW1406_2
200165626467125271,白色衬衫女2018秋季新款宽松港味长袖恶魔衬衣bf风chic早秋衬衫,228,1,AW1489_1,颜色分类：白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1489_1
200165626467125271,拼接条纹小西装外套女港味复古chic小香风西服休闲韩版宽松薄款,258,1,AW1474_1,颜色分类：黒白;尺码：S,null,null,卖家已发货，等待买家确认,AW1474_1
200210733862353381,2018新款极简主义连衣裙女中长款慵懒风休闲chic复古鱼尾裙子港味,258,1,AW1390_2,颜色分类：拼色;尺码：M,null,null,卖家已发货，等待买家确认,AW1390_2
200210733862353381,条纹V领连衣裙长裙女装夏2018新款高腰显瘦荷叶边a字裙慵懒风裙子,265,1,AW1337_2,颜色分类：明黄色;尺码：M,null,null,卖家已发货，等待买家确认,AW1337_2
202445960455189032,花苞短裤女夏2018新款宽松热裤高腰阔腿裤薄款哈伦裤裤子显瘦裤裙,198,1,AW1458_2,颜色分类：蓝色;尺寸：M,null,null,卖家已发货，等待买家确认,AW1458_2
202445960455189032,白色衬衫洋气小衫女夏韩版荷叶边娃娃衫波点雪纺上衣chic蓬蓬衬衣,239,1,AW1448_2,颜色分类：蓝波点[波点位置随机];尺码：M,null,null,卖家已发货，等待买家确认,AW1448_2
200138913647481683,2018秋季新款chic早秋衬衫女韩范长袖复古波点条纹衬衣学院风上衣,199,1,AW1479_1,颜色分类：黑白;尺码：S,null,null,卖家已发货，等待买家确认,AW1479_1
200138913647481683,裙子女夏2018新款pp home心机设计感T恤裙sukol裙连衣裙小清新,199,1,AW1406_2,颜色分类：黑白色;尺码：M,null,null,卖家已发货，等待买家确认,AW1406_2
200180803768232488,秋季女2018新款名媛小香风连衣裙韩版宽松中长款 pphome裙子长裙,368,1,AW1467_2,颜色分类：黄白格;尺码：M,null,null,卖家已发货，等待买家确认,AW1467_2
200180803768232488,白色衬衫女2018秋季新款宽松港味长袖恶魔衬衣bf风chic早秋衬衫,228,1,AW1489_2,颜色分类：白色;尺码：M,null,null,卖家已发货，等待买家确认,AW1489_2
200180803768232488,2018秋季新款直筒裤韩版宽松格子裤女休闲裤高腰阔腿裤显瘦哈伦裤,229,1,AW1490_2,颜色分类：灰格子;尺寸：M,null,null,卖家已发货，等待买家确认,AW1490_2
202586550786906712,绿色条纹衬衫连衣裙女夏2018新款韩版短袖冷淡风中长款宽松裙子,249,1,AW296_2,颜色分类：黄条纹;尺码：M,null,null,卖家已发货，等待买家确认,AW296_2
202586550786906712,春秋夏季长袖印花睡衣女套装垂感日系甜美家居服韩版睡袍两件套,329,1,AW1428_2,颜色分类：印花;尺码：M,null,null,买家已付款，等待卖家发货,AW1428_2
202234392519284606,2018秋季新款直筒裤韩版宽松格子裤女休闲裤高腰阔腿裤显瘦哈伦裤,229,1,AW1490_2,颜色分类：灰格子;尺寸：M,null,null,交易成功,AW1490_2
202234392519284606,白色衬衫女2018秋季新款宽松港味长袖恶魔衬衣bf风chic早秋衬衫,228,1,AW1489_2,颜色分类：白色;尺码：M,null,null,卖家已发货，等待买家确认,AW1489_2
202234392519284606,春秋风衣女秋季2018新款韩版学历外套宽松中长款chic休闲lulu外套,508.5,1,AW1165_1,颜色分类：拼色;尺码：S,null,null,交易成功,AW1165_1
202223332843414608,大格子收腰连衣裙女V领黄白系带温柔裙超仙a字裙宽松娃娃裙夏新款,249,1,AW1317_2,颜色分类：桔色;尺码：M,null,勿发瑕疵品，否则给予差评，谢谢,卖家已发货，等待买家确认,AW1317_2
199881621712140548,2018秋季新款chic早秋衬衫女韩范长袖复古波点条纹衬衣学院风上衣,199,1,AW1479_1,颜色分类：黑白;尺码：S,null,null,交易关闭,AW1479_1
199881621712140548,格子套装女2018新款秋季韩版宽松慵懒风针织毛衣开衫两件套港味,408,1,AW1492_1,颜色分类：红白;尺码：S,null,null,交易成功,AW1492_1
199881621712140548,红色半身裙女2018秋季新款chic短裙高腰A字裙韩版宽松包臀裙复古,179,1,AW1499_1,颜色分类：桔红;尺码：S,null,null,卖家已发货，等待买家确认,AW1499_1
199909567643552267,学院风格子拼接风衣女2018秋季新款港味复古chic外套宽松中长款,268,1,AW1473_2,颜色分类：拼色;尺码：M,null,null,交易成功,AW1473_2
199909567643552267,拼接风衣女中长款韩版秋季2018新款港风chiclulu风衣学历外套气质,288,1,AW1470_2,颜色分类：拼色;尺码：M,null,null,卖家已发货，等待买家确认,AW1470_2
202281993507268003,2018春秋新款白色刺绣ins牛仔外套女宽松韩版bf原宿风夹克牛仔衣,508.5,1,AW1145_2,颜色分类：白色;尺码：M,null,null,交易成功,AW1145_2
202281993507268003,白色衬衫女2018秋季新款宽松港味长袖恶魔衬衣bf风chic早秋衬衫,228,1,AW1489_2,颜色分类：白色;尺码：M,null,null,卖家已发货，等待买家确认,AW1489_2
199822347027094263,白色衬衫女2018秋季新款宽松港味长袖恶魔衬衣bf风chic早秋衬衫,228,1,AW1489_1,颜色分类：白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1489_1
199822347027094263,2018秋季新款直筒裤韩版宽松格子裤女休闲裤高腰阔腿裤显瘦哈伦裤,229,1,AW1490_2,颜色分类：灰格子;尺寸：M,null,null,卖家已发货，等待买家确认,AW1490_2
199784292223465388,2018秋季新款直筒裤韩版宽松格子裤女休闲裤高腰阔腿裤显瘦哈伦裤,229,1,AW1490_1,颜色分类：灰格子;尺寸：S,null,null,卖家已发货，等待买家确认,AW1490_1
199784292223465388,2018秋季新款条纹衬衫裙韩版宽松pp home裙子长裙港味连衣裙女,198,1,AW1485_1,颜色分类：蓝条纹;尺码：S,null,null,卖家已发货，等待买家确认,AW1485_1
199784292223465388,白色连衣裙女2018秋装新款韩版宽松中长款长裙女慵懒风chic裙子,268,1,AW1486_1,颜色分类：白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1486_1
199784292223465388,拼接条纹小西装外套女港味复古chic小香风西服休闲韩版宽松薄款,258,1,AW1474_1,颜色分类：黒白;尺码：S,null,null,卖家已发货，等待买家确认,AW1474_1
199784292223465388,拼接风衣女中长款韩版秋季2018新款港风chiclulu风衣学历外套气质,288,1,AW1470_1,颜色分类：拼色;尺码：S,null,null,卖家已发货，等待买家确认,AW1470_1
199784292223465388,秋季女2018新款名媛小香风连衣裙韩版宽松中长款 pphome裙子长裙,368,1,AW1467_1,颜色分类：黄白格;尺码：S,null,null,卖家已发货，等待买家确认,AW1467_1
199784292223465388,原宿风格纹撞色马甲女2018新款秋冬韩版宽松小香风背心坎肩外套,328,1,AW1468_1,颜色分类：花色;尺码：S,null,null,卖家已发货，等待买家确认,AW1468_1
199784292223465388,白色衬衫女2018秋季新款宽松港味长袖恶魔衬衣bf风chic早秋衬衫,228,1,AW1489_1,颜色分类：白色;尺码：S,null,null,交易关闭,AW1489_1
199685398791553349,红蓝条纹短袖T恤女宽松网红衣服街拍款韩范个性ins超火的上衣,168,1,AW1320_1,主要颜色：拼色;尺码：S,null,null,卖家已发货，等待买家确认,AW1320_1
199685398791553349,裙子夏黑色波点法式复古樱田川岛连衣裙女宽松中长款过膝T恤裙,228,1,AW1299_1,颜色分类：黑色;尺码：S,null,null,交易成功,AW1299_1
199616042653951164,港味复古连衣裙女2018新款收腰长裙慵懒风pp home裙子夏极简主义,218,1,AW1399_1,颜色分类：印花;尺码：S,null,null,卖家已发货，等待买家确认,AW1399_1
199546798973549543,2018新款韩版极简主义名媛连衣裙慵懒风裙子女夏温柔裙超仙显瘦,189,1,AW1394_1,颜色分类：花色;尺码：S,null,null,卖家已发货，等待买家确认,AW1394_1
175464325821122995,店主很红夏季条纹白衬衫女bf宽松中长款娃娃衫防晒衣衬衣上衣蓬蓬,342,1,AW1207_2,颜色分类：白色;尺码：M,null,null,卖家已发货，等待买家确认,AW1207_2
199560740105225464,裙子女夏2018新款pp home心机设计感T恤裙sukol裙连衣裙小清新,199,1,AW1406_1,颜色分类：黑白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1406_1
202117354559500218,绣花条纹寸衫裙宽松长款荷叶袖衬衫女2018新款韩版衬衣 bf 港风,248,1,AW1298_1,颜色分类：条纹;尺码：S,null,null,卖家已发货，等待买家确认,AW1298_1
202117354559500218,大格子收腰连衣裙女V领黄白系带温柔裙超仙a字裙宽松娃娃裙夏新款,249,1,AW1317_1,颜色分类：桔色;尺码：S,null,null,卖家已发货，等待买家确认,AW1317_1
199178850488475280,2018夏新款宽松港味复古连衣裙ins超火慵懒风pp home裙子韩版女装,298,1,AW1400_1,颜色分类：白色[送打底吊带];尺码：S,null,null,交易关闭,AW1400_1
199178850488475280,店主很红夏季条纹白衬衫女bf宽松中长款娃娃衫防晒衣衬衣上衣蓬蓬,342,1,AW1207_1,颜色分类：白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1207_1
201965174290484527,睡衣风家居服2018新款夏印花开衫短裤女套装宽松韩版春秋季两件套,285,1,AW1422_2,颜色分类：印花;尺码：M,null,null,卖家已发货，等待买家确认,AW1422_2
199187836821612852,2018新款韩版极简主义名媛连衣裙慵懒风裙子女夏温柔裙超仙显瘦,189,1,AW1394_1,颜色分类：花色;尺码：S,null,null,卖家已发货，等待买家确认,AW1394_1
175418741377609599,藏青红撞色拼接运动风POLO衫宽松短袖T恤女2018夏新款hiphop衣服,208,1,AW1322_1,主要颜色：拼色;尺码：S,null,null,卖家已发货，等待买家确认,AW1322_1
198997801383717651,白色衬衫洋气小衫女夏韩版荷叶边娃娃衫波点雪纺上衣chic蓬蓬衬衣,239,1,AW1448_2,颜色分类：蓝波点[波点位置随机];尺码：M,null,null,卖家已发货，等待买家确认,AW1448_2
198997801383717651,裙子女夏2018新款pp home心机设计感T恤裙sukol裙连衣裙小清新,199,1,AW1406_2,颜色分类：黑白色;尺码：M,null,null,卖家已发货，等待买家确认,AW1406_2
199020119084489046,2018新款韩版极简主义名媛连衣裙慵懒风裙子女夏温柔裙超仙显瘦,189,1,AW1394_1,颜色分类：花色;尺码：S,null,null,卖家已发货，等待买家确认,AW1394_1
198938833594888680,2018新款宽松韩版拼接连衣裙女夏荷叶边裙慵懒风pp home裙子显瘦,199,1,AW1391_1,颜色分类：拼色;尺码：S,null,null,卖家已发货，等待买家确认,AW1391_1
198938833594888680,格纹连衣裙女夏2018新款荷叶边裙慵懒风裙子宽松极简主义长裙复古,258,1,AW1387_1,颜色分类：红蓝格;尺码：S,null,null,交易成功,AW1387_1
198878772726724173,马卡龙格子睡衣女夏季套装宽松韩版棉绸薄款家居服可外穿两件套,288,1,AW1410_2,颜色分类：格子;尺码：M,null,null,卖家已发货，等待买家确认,AW1410_2
198878772726724173,格纹荷叶边衬衫女2018新款小清新娃娃衫宽松衬衣夏薄款防晒上衣,199,1,AW1380_2,颜色分类：黄蓝格;尺码：M,null,null,卖家已发货，等待买家确认,AW1380_2
198572063883307474,裙子女夏2018新款pp home心机设计感T恤裙sukol裙连衣裙小清新,199,1,AW1406_1,颜色分类：黑白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1406_1
198572063883307474,2018春秋樱田川岛外套女宽松假两件ins夹克棒球服上衣怪味少女,418.5,1,AW1179_1,颜色分类：黑白;尺码：S,null,null,交易成功,AW1179_1
198348648591259592,2018新款韩版极简主义名媛连衣裙慵懒风裙子女夏温柔裙超仙显瘦,189,1,AW1394_2,颜色分类：花色;尺码：M,null,null,卖家已发货，等待买家确认,AW1394_2
198203861480514979,紫色毛呢大衣女冬韩国中长款过膝秋冬呢子赫本毛呢外套超长款女装,642,1,AW915_2,颜色分类：葡萄紫;尺码：M,null,null,卖家已发货，等待买家确认,AW915_2
198051626141299844,港味极简主义连衣裙夏2018新款宽松冷淡风中长款裙子女慵懒风chic,269,1,AW1344_1,颜色分类：印花;尺码：S,null,null,卖家已发货，等待买家确认,AW1344_1
198051626141299844,2018夏新款宽松港味复古连衣裙ins超火慵懒风pp home裙子韩版女装,298,1,AW1400_1,颜色分类：白色;尺码：S,null,null,交易成功,AW1400_1
197987813785620569,条纹连衣裙女夏2018新款宽松中长款鱼尾裙慵懒风裙子极简主义长裙,288,1,AW1444_2,颜色分类：蓝白;尺码：M,null,null,卖家已发货，等待买家确认,AW1444_2
197987813785620569,2018夏新款法式复古黑色连衣裙女宽松极简主义慵懒风chic长裙子,285,1,AW1309_2,颜色分类：黑色;尺码：M,null,null,交易关闭,AW1309_2
197987813785620569,修身圆领夏新款网纱拼接小心机上衣女设计感喇叭网纱t恤宽松罩衫,158,1,AW674_4,主要颜色：杏色 现货;尺码：M,null,null,交易关闭,AW674_4
198010411891396569,运动风拼接白色短袖T恤女2018新款夏装宽松韩版上衣女嘻哈潮ins,168,1,AW1335_2,主要颜色：拼色;尺码：M,null,null,卖家已发货，等待买家确认,AW1335_2
197882030947044653,花苞短裤女夏2018新款宽松热裤高腰阔腿裤薄款哈伦裤裤子显瘦裤裙,198,1,AW1458_1,颜色分类：蓝色;尺寸：S,null,null,交易关闭,AW1458_1
197882030947044653,2018夏新款宽松港味复古连衣裙ins超火慵懒风pp home裙子韩版女装,298,1,AW1400_1,颜色分类：白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1400_1
197882030947044653,白色衬衫洋气小衫女夏韩版荷叶边娃娃衫波点雪纺上衣chic蓬蓬衬衣,239,1,AW1448_1,颜色分类：蓝波点[波点位置随机];尺码：S,null,null,交易关闭,AW1448_1
197821494773443551,店主很红夏季条纹白衬衫女bf宽松中长款娃娃衫防晒衣衬衣上衣蓬蓬,342,1,AW1207_1,颜色分类：白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1207_1
197926243411248654,2018新款韩版极简主义名媛连衣裙慵懒风裙子女夏温柔裙超仙显瘦,189,1,AW1394_1,颜色分类：花色;尺码：S,null,null,卖家已发货，等待买家确认,AW1394_1
200878130888581507,2018新款韩版极简主义名媛连衣裙慵懒风裙子女夏温柔裙超仙显瘦,189,1,AW1394_2,颜色分类：花色;尺码：M,null,null,卖家已发货，等待买家确认,AW1394_2
201021799510233436,2018新款韩版极简主义名媛连衣裙慵懒风裙子女夏温柔裙超仙显瘦,189,1,AW1394_2,颜色分类：花色;尺码：M,null,圆通？,卖家已发货，等待买家确认,AW1394_2
197514864442931483,裙子女夏2018新款pp home心机设计感T恤裙sukol裙连衣裙小清新,199,1,AW1406_2,颜色分类：黑白色;尺码：M,null,null,卖家已发货，等待买家确认,AW1406_2
197514864442931483,红色连衣裙女衬衣裙2017新款裙子春秋宽松中长款V领A字衬衫裙韩版,219,1,AW280_3,颜色分类：白色;尺码：S,null,null,交易关闭,AW280_3
197387802995585651,格纹连衣裙女夏2018新款荷叶边裙慵懒风裙子宽松极简主义长裙复古,258,1,AW1387_2,颜色分类：红蓝格;尺码：M,null,申通圆通中通韵达顺丰,卖家已发货，等待买家确认,AW1387_2
200564866904123324,花苞短裤女夏2018新款宽松热裤高腰阔腿裤薄款哈伦裤裤子显瘦裤裙,198,1,AW1458_2,颜色分类：蓝色;尺寸：M,null,null,卖家已发货，等待买家确认,AW1458_2
200564866904123324,白色衬衫洋气小衫女夏韩版荷叶边娃娃衫波点雪纺上衣chic蓬蓬衬衣,239,1,AW1448_2,颜色分类：蓝波点[波点位置随机];尺码：M,null,null,卖家已发货，等待买家确认,AW1448_2
200400953862206132,pphome裙18吊带背带连衣裙女2018夏装新款宽松复古长裙子中长款夏,240,1,AW301,颜色分类：绿色;尺码：均码,null,null,卖家已发货，等待买家确认,AW301
200454518788745229,冷淡风连衣裙女2018新款宽松慵懒风pp home裙子夏港味复古长裙,219,1,AW1405_1,颜色分类：黑白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1405_1
200186165276066804,2018新款极简主义连衣裙女中长款慵懒风休闲chic复古鱼尾裙子港味,258,1,AW1390_2,颜色分类：拼色;尺码：M,null,null,卖家已发货，等待买家确认,AW1390_2
197070365440983083,2018新款张韶涵明星同款民族风印花连体裤宽松女夏阔腿裤薄款短裤,248,1,AW1377_1,颜色分类：印花;尺寸：S,null,null,卖家已发货，等待买家确认,AW1377_1
197070365440983083,裙子女夏2018新款pp home心机设计感T恤裙sukol裙连衣裙小清新,199,1,AW1406_1,颜色分类：黑白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1406_1
197070365440983083,2018夏新款宽松港味复古连衣裙ins超火慵懒风pp home裙子韩版女装,298,1,AW1400_1,颜色分类：白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1400_1
200120561583695222,2017新款韩版蓝白条纹衬衫女中长款韩版时尚宽松长袖打底衬衣上衣,178,1,AW189,颜色分类：蓝色条纹;尺码：均码,null,null,交易关闭,AW189
200120561583695222,2018春秋季新款白色衬衫女chic长袖韩版学生上衣百搭宽松打底衬衣,245,1,AW396,颜色分类：白色;尺码：均码,null,null,卖家已发货，等待买家确认,AW396
200120561583695222,格子小西装外套女韩版2018秋装新款休闲中长款长袖chic西服短款,387,2,AW809_2,颜色分类：格子;尺码：M,null,null,卖家已发货，等待买家确认,AW809_2
200120561583695222,英伦工装风外套女2018春装新款韩版长袖chic宽松百搭收腰风衣短款,448.5,1,AW1155_1,颜色分类：浅灰色;尺码：S,null,null,卖家已发货，等待买家确认,AW1155_1
200120561583695222,格子复古马甲外套女2018春装新款拼接中长款过膝风衣chic外搭,448.5,1,AW1056_1,颜色分类：拼色;尺码：S,null,null,卖家已发货，等待买家确认,AW1056_1
200120561583695222,2018新款早秋拼接格纹衬衫女中长款韩版宽松长袖chicpolo衫原宿风,888,1,AW1094_1,颜色分类：蓝色;尺码：S,null,null,交易成功,AW1094_1
200120561583695222,2018春季新款韩版拼接格纹风衣女中长款韩版宽松长袖廓形外套潮,888,1,AW1097_1,颜色分类：拼色;尺码：S,null,null,卖家已发货，等待买家确认,AW1097_1
200120561583695222,2018春秋新款韩版BF风中长款春装复古港风牛仔衣外套女宽松潮风衣,396,1,AW036,颜色分类：蓝色;尺码：均码,null,null,交易关闭,AW036
200120561583695222,2018春秋新款韩版开学季chic外套女宽松百搭中长款棒球服学生港味,448.5,1,AW1051_2,颜色分类：拼色;尺码：M,null,null,卖家已发货，等待买家确认,AW1051_2
200120561583695222,春秋风衣女秋季2018新款韩版学历外套宽松中长款chic休闲lulu外套,508.5,2,AW1165_2,颜色分类：拼色;尺码：M,null,null,交易关闭,AW1165_2
